,Count,Dist1,Dist2,Dist3,Dist4,Dist5,Sim1,Sim2,Sim3,Sim4,Sim5,Word
5688,1,0.920570611954,0.913417637348,0.912655770779,0.909815609455,0.909305512905,hayward,county,alexandria,ny,fairfax,catawissa
5689,1,0.969296097755,0.964014470577,0.963660180569,0.962776362896,0.962288558483,cranberry,cerca,tenessee,avais,agenda,ovre
5690,1,0.898111224174,0.896240472794,0.895536959171,0.895345032215,0.8952023983,should,been,else,modern,logical,differential
5691,5,0.942588984966,0.930649101734,0.929421782494,0.929401934147,0.926734149456,believing,retained,ufocenter,convince,descriptions,knowing
5692,2,0.929225921631,0.928315579891,0.926646649837,0.923944652081,0.923606574535,policial,climbers,bule,pero,tambem,marfa
5693,168,0.940565884113,0.934203922749,0.933267891407,0.932862639427,0.932435452938,translucent,luminescent,whitish,firey,reflective,luminous
5694,3,0.956329882145,0.956045210361,0.954423964024,0.953278124332,0.952510476112,problem,communication,crying,pan,motor,afterburner
5695,1,0.865155816078,0.86000585556,0.859011590481,0.854551672935,0.843583166599,waiting,dispatch,kanab,waited,conversing,manufacturer
5696,1,0.882992565632,0.868576407433,0.863812923431,0.863715052605,0.861166417599,technoligies,belgreen,lk,antares,leavenworth,monstrous
5697,1,0.901940762997,0.899558842182,0.898826301098,0.897878885269,0.89631575346,blob,thornburg,ord,peanut,lozenge,suudently
5698,1,0.947857439518,0.92748862505,0.91743606329,0.915260016918,0.914359271526,otside,pay,youth,sober,delivery,favor
5699,1,0.925268530846,0.910709500313,0.906037211418,0.89126932621,0.883704662323,provides,sounds,gears,bs,markings,identification
5700,3,0.915657818317,0.914664447308,0.908976912498,0.906216144562,0.90601336956,taping,museum,breakfast,ed,guy,bought
5701,22,0.922314345837,0.92028093338,0.919134616852,0.915793120861,0.915264070034,curves,zigzag,deceleration,pause,motions,ability
5702,1,0.980606436729,0.971329689026,0.970365166664,0.969996869564,0.969509959221,shark,despego,rent,reallzyd,domes,alunium
5703,21,0.970851182938,0.968448460102,0.965897977352,0.963500797749,0.962324142456,war,web,account,com,program,opening
5704,1,0.913003027439,0.902546167374,0.897021770477,0.893586397171,0.893319368362,lookout,dust,woundering,catches,neighboring,joy
5705,17,0.962788999081,0.95857411623,0.956882655621,0.951698362827,0.949218809605,lunch,birthday,working,bus,living,job
5706,3,0.965909123421,0.965251982212,0.963794648647,0.963476955891,0.962586224079,estacione,german,rico,cuando,estaban,joe
5707,3,0.928305447102,0.924340069294,0.920310199261,0.918782234192,0.918466389179,casually,conn,already,beautiful,calm,jog
5708,3,0.938422501087,0.93428260088,0.932231426239,0.931066215038,0.928815662861,capitol,belle,caney,sugar,logan,torward
5709,135,0.983743667603,0.97719347477,0.976385116577,0.975161135197,0.973571658134,march,june,december,october,september,april
5710,2,0.943205714226,0.933372318745,0.927831172943,0.927094936371,0.924713611603,accelerate,shifts,stoping,disappeare,increase,tactical
5711,1,0.943811953068,0.911223471165,0.908917605877,0.905901670456,0.903349280357,bicycling,avenue,blury,laying,spending,mortontaylor
5712,10,0.987121343613,0.986235022545,0.984695613384,0.984526097775,0.983997583389,una,facility,alta,club,drummond,grounds
5713,2,0.83772200346,0.826507508755,0.825226843357,0.824329137802,0.8202496171,dufferin,kenner,saskatoon,clermont,angelo,hermantown
5714,2,0.946069896221,0.943122208118,0.941333174706,0.940076589584,0.939569652081,callar,lip,effectu,lt,manana,unclear
5715,3,0.958715975285,0.958037018776,0.957336246967,0.95652782917,0.955230176449,llegava,club,palo,towers,baptist,sapulpa
5716,1,0.860214293003,0.858614861965,0.848395705223,0.847214221954,0.846028923988,visalia,piscah,nano,bemidji,cornville,rpv
5717,1,0.935617983341,0.927464902401,0.924823760986,0.923072516918,0.922392308712,chilliwack,cucamonga,torrance,clifton,frisco,burtonsville
5718,1,0.956547439098,0.954929530621,0.954903542995,0.954519867897,0.954383075237,gry,absurved,dehors,deux,diamon,glenarm
5719,1,0.912102043629,0.908608853817,0.905379474163,0.902466654778,0.899883627892,eveleth,kaimuki,skyline,bloomington,exer,commencment
5720,2,0.865571677685,0.864811718464,0.862230300903,0.858289599419,0.857890307903,oelwein,ano,severall,lingered,brightened,acclerated
5721,1,0.954145133495,0.921383559704,0.919583141804,0.918108165264,0.917853116989,nosound,windy,helium,horizonship,wnc,ufoformation
5722,21,0.961203217506,0.959628760815,0.958311498165,0.956339299679,0.955138146877,documented,abc,included,denies,info,occured
5723,10,0.930142700672,0.92917495966,0.928962886333,0.926735579967,0.925337851048,definate,liquid,tumbling,airspace,mercury,decent
5724,3,0.961076676846,0.960403621197,0.959613919258,0.959254324436,0.958962380886,intercpta,viatura,sigiente,realizando,heures,responds
5725,2,0.846248626709,0.833360910416,0.831666171551,0.823516607285,0.823059737682,leading,lots,amtrac,bottoms,instantaeous,besid
5726,11,0.9411495924,0.939766705036,0.938589036465,0.937360346317,0.936745226383,manitowoc,hamburger,shark,thefull,escaping,decend
5727,19,0.969424843788,0.964532375336,0.964468479156,0.964134633541,0.963859438896,wisconsin,kansas,reno,geneva,louisville,naples
5728,1,0.803762972355,0.798080265522,0.791955173016,0.782857298851,0.775327205658,straifgt,through,accross,eastearn,thru,cilender
5729,1898,0.965605199337,0.933192670345,0.911700069904,0.910273373127,0.896841645241,travelling,moving,heading,going,travel,traveling
5730,5,0.952124893665,0.948820650578,0.947527468204,0.943505346775,0.943089425564,tue,rifle,estacione,francois,surveillance,farmer
5731,1,0.895041763783,0.875076770782,0.870039880276,0.867949843407,0.866847753525,scituate,southampton,blimpish,numorous,severa,esperance
5732,1,0.87128841877,0.846241831779,0.845538139343,0.841865003109,0.840382516384,lesnor,seattle,bay,parrish,denver,obsere
5733,3,0.953487038612,0.948190271854,0.94790071249,0.945558726788,0.944715559483,plusing,berlin,ppl,deerfield,longwood,monrovia
5734,6,0.96372538805,0.963329792023,0.958238065243,0.958103716373,0.958031058311,signs,preforming,feelings,triangulation,attempt,stunning
5735,8,0.957713782787,0.95630300045,0.952370166779,0.952052414417,0.951661527157,husky,business,celebration,uso,r,observ
5736,2,0.953905701637,0.949120938778,0.946973264217,0.942477047443,0.940943419933,beeping,whooshing,screeching,associated,buzzing,ringing
5737,5,0.95557898283,0.954720318317,0.953644633293,0.951870620251,0.951439082623,recon,spoted,mystery,demeur,lose,lakeside
5738,2,0.910464346409,0.910302460194,0.909693181515,0.907487154007,0.906895160675,arsenal,china,frency,astoria,os,thus
5739,1,0.899858832359,0.891924262047,0.890102565289,0.885704636574,0.885155320168,phosfloresantly,alunium,lites,abnormally,shapedlike,motio
5740,1,0.96517765522,0.961682736874,0.959707558155,0.959358036518,0.958986938,estrella,localisando,expressway,luces,desierto,yeamans
5741,1,0.825274050236,0.818837583065,0.813424527645,0.799619972706,0.796090126038,glenfied,excalbur,driving,atw,rt,bayside
5742,1,0.877919316292,0.819170057774,0.81264847517,0.805220663548,0.80264955759,lightssequential,bluish,autonomously,birhgt,brilliant,propelation
5743,50,0.954169809818,0.953083693981,0.952792525291,0.952395141125,0.951640665531,mcdill,coverage,test,included,telepathic,perhaps
5744,1,0.906859457493,0.905217349529,0.904835283756,0.904417037964,0.904341816902,aloha,basin,athens,kennesaw,cenral,albuquerques
5745,2,0.906788170338,0.903575718403,0.898159384727,0.894738912582,0.890700221062,patterson,mi,creek,worth,barbara,mcclellan
5746,6,0.956518173218,0.953017354012,0.946445643902,0.94547945261,0.943820655346,tube,bubble,caterpillar,mirror,pencil,amoeba
5747,14,0.923730075359,0.906281530857,0.904073119164,0.900082349777,0.897029876709,fastest,wow,strangest,forget,funny,largest
5748,9,0.909200072289,0.90798920393,0.907238781452,0.905524492264,0.904080033302,how,able,normal,nobody,even,difficult
5749,1,0.941666901112,0.920131623745,0.916366994381,0.915901482105,0.915313899517,wonder,express,unrelated,skydiving,jun,disagree
5750,2,0.917797386646,0.916081726551,0.915962636471,0.913779616356,0.912886321545,antioch,predawn,cotulla,marcos,cucamonga,romeo
5751,2,0.951283276081,0.950272262096,0.948521435261,0.94763225317,0.947563707829,expressway,terrorized,loca,polly,resort,plesant
5752,1,0.85211867094,0.83823788166,0.824003517628,0.823431551456,0.815639257431,puget,pugit,pamlico,weooo,hobe,peugot
5753,1,0.952114164829,0.948326408863,0.94762390852,0.947087585926,0.946733295918,occurence,overhearing,harbour,absurved,antwrp,correspondent
5754,1,0.825922906399,0.777893543243,0.763517022133,0.758705198765,0.755556583405,aproxamitly,tokk,incomprhensible,drovehome,paf,excelerated
5755,3,0.896937191486,0.89595079422,0.895192742348,0.89415037632,0.892487049103,wainscott,berlin,hemet,manevuer,wv,oneida
5756,1,0.935230791569,0.930636823177,0.930152118206,0.929721474648,0.929122984409,goings,vs,iron,tl,saturn,screetches
5757,3,0.91775649786,0.913787961006,0.903195679188,0.895560383797,0.895163238049,supersonic,great,constant,incredible,rapid,excessive
5758,1,0.88614243269,0.88515406847,0.873296976089,0.868785619736,0.868358254433,international,resorts,lemoore,loring,ellington,cristo
5759,1,0.928500115871,0.874993681908,0.858585238457,0.856290459633,0.855280995369,humped,cupertino,encounterance,peicing,norheast,camel
5760,4,0.95256537199,0.945191442966,0.944119811058,0.940667390823,0.940255820751,cabin,attending,name,sis,exwife,camer
5761,1,0.945816934109,0.93300062418,0.930630624294,0.929213345051,0.920814454556,mem,yours,radioactive,utmost,holliday,tca
5762,1,0.927588284016,0.910967051983,0.908202946186,0.907608807087,0.905470132828,lomas,deadly,exits,reconnects,reservoir,excelerates
5763,1,0.909155786037,0.90279340744,0.890253186226,0.886899828911,0.881404936314,hence,verification,reputation,doctor,plateau,anykind
5764,1,0.857014834881,0.830463767052,0.821664392948,0.821275532246,0.820764362812,eraticaly,clockwise,alternating,randomly,counter,vansihed
5765,1,0.883432626724,0.881721019745,0.863880991936,0.858804106712,0.853288292885,kern,nogales,starr,backpacking,peachtree,oakhurst
5766,1,0.952317416668,0.950239181519,0.946599960327,0.946529209614,0.945359885693,perth,playa,maple,thompson,pointe,fairlee
5767,1,0.855858206749,0.838602304459,0.827180325985,0.825340867043,0.822116971016,inunison,erratically,independent,unpredictable,objecting,fonominal
5768,5,0.965289533138,0.954610466957,0.952894866467,0.952801048756,0.95263928175,brighton,shelton,berlin,burnsville,township,minnetonka
5769,1,0.890369713306,0.883925676346,0.882972359657,0.875821352005,0.87206351757,ubject,plomosa,bule,haloed,nort,hazzy
5770,2,0.934321165085,0.933767259121,0.928859114647,0.928194224834,0.925436675549,je,searching,frames,explaination,known,execute
5771,1,0.964653193951,0.96403002739,0.963138997555,0.962557017803,0.961763203144,costa,thompson,lubbock,township,lawrenceville,cornerof
5772,1,0.951848566532,0.950613677502,0.948913395405,0.948786437511,0.947002351284,result,malevolence,arena,delhi,reading,facial
5773,1,0.855331063271,0.840362429619,0.838742911816,0.837643325329,0.832283496857,she,der,asked,he,cochise,press
5774,30,0.972435951233,0.971637606621,0.971561551094,0.968853712082,0.967187345028,deleted,iphone,book,self,dvr,name
5775,1,0.944714486599,0.93733805418,0.936096727848,0.935884773731,0.933252394199,update,carrying,bombing,related,message,perpetual
5776,1,0.945682108402,0.943756878376,0.939110934734,0.937672734261,0.937195658684,hikers,latenight,roulions,nous,poder,routethat
5777,1,0.89043533802,0.883040189743,0.875622749329,0.874720811844,0.873908936977,drastic,eratically,loopy,irrational,irradically,losange
5778,1,0.800009071827,0.764111399651,0.763871788979,0.761660814285,0.760735452175,burnside,aquaduct,tamalpais,dobbings,jennette,deerwood
5779,40,0.933671116829,0.925648927689,0.922023177147,0.915071904659,0.903938055038,swiftly,fluidly,quietly,effortlessly,backwards,smoothly
5780,5,0.943000614643,0.940446078777,0.938449919224,0.936517894268,0.93638676405,lawrence,bolingbrook,ak,development,mso,elko
5781,10,0.946177184582,0.939200699329,0.93833565712,0.931950867176,0.931830704212,naples,louisville,erie,myrtle,jacksonville,delray
5782,1,0.882079839706,0.876485586166,0.870435714722,0.86481231451,0.859348654747,anvils,zenith,outerspace,degress,leo,qew
5783,1,0.95661765337,0.925304472446,0.923827171326,0.91179484129,0.909882962704,diverts,shadowing,cloaks,tosse,soutwest,persue
5784,3,0.892638325691,0.887617468834,0.884980857372,0.882979691029,0.881570935249,condo,vision,subway,buddy,camcorder,employment
5785,4,0.931207120419,0.922548472881,0.922387301922,0.921660780907,0.917010128498,daytona,seal,border,clemente,falls,tybee
5786,2,0.884541451931,0.883712947369,0.881111800671,0.87875777483,0.875442266464,horizonally,suddely,unblinking,colorfull,ultra,multidirectional
5787,2,0.956655919552,0.954191148281,0.949989616871,0.949237823486,0.946607351303,searchlight,marriott,tr,ghostly,hole,ripped
5788,1,0.900904536247,0.897959470749,0.894043445587,0.892245829105,0.888192176819,winnipeg,restaurant,gentelmen,office,commuter,faithion
5789,1,0.927927076817,0.918250381947,0.915477216244,0.915337085724,0.915249884129,photographer,ari,studying,snoring,clyde,paste
5790,15,0.949651300907,0.949217498302,0.948933660984,0.94825398922,0.948238551617,gate,ojai,damascus,kirkland,parkway,pike
5791,11,0.954018652439,0.951868236065,0.951296508312,0.950983703136,0.949263095856,recent,html,birmingham,developed,trout,rare
5792,2,0.8172493577,0.807866036892,0.807581305504,0.79085791111,0.790396869183,aftermoon,aclear,day,cold,taping,carried
5793,4,0.966557979584,0.964013338089,0.962191939354,0.960178852081,0.958955347538,cromwell,arbor,basin,pensacola,rico,smalltown
5794,1,0.965456187725,0.958922743797,0.95876544714,0.95730650425,0.955957353115,ak,sterling,gardens,observatory,powers,ashe
5795,10,0.93890941143,0.928188920021,0.921899735928,0.921892940998,0.919746220112,pie,carriers,chases,wingless,missasaga,carrier
5796,12,0.959702193737,0.953791201115,0.953449249268,0.949029147625,0.948505461216,mn,monument,columbus,savannah,calif,greensboro
5797,15,0.939491629601,0.936328589916,0.932431697845,0.932028889656,0.927240252495,equal,vast,diffrent,repeating,independently,converging
5798,1,0.840653896332,0.811609447002,0.787041962147,0.782785713673,0.777391552925,veru,excalabur,alondra,scilent,overheard,outset
5799,11,0.975847601891,0.969159722328,0.965330779552,0.965250909328,0.965103387833,steel,liquid,puck,silverish,greyish,polished
5800,10,0.987283170223,0.983853936195,0.982298135757,0.981950223446,0.981644868851,basin,rico,court,alta,del,wilderness
5801,8,0.958687365055,0.955401718616,0.954160511494,0.953609287739,0.952683508396,cucamonga,modesto,longwood,acl,glendale,clifton
5802,2,0.975304245949,0.971902430058,0.971793889999,0.971742093563,0.971722900867,cheaha,amo,conducts,polly,robert,talladega
5803,77,0.941934764385,0.941212594509,0.937076985836,0.934382021427,0.933577716351,since,list,flower,spotter,sorry,weather
5804,1,0.817577779293,0.775951266289,0.764442563057,0.749674677849,0.748752593994,duster,note,gerry,webreports,seacaucus,buick
5805,1,0.881962239742,0.862125277519,0.852011799812,0.839384377003,0.838349819183,fufilled,being,towed,referenced,electrified,aproched
5806,1,0.932078897953,0.920472681522,0.918556511402,0.916704952717,0.913738131523,kingshighway,wmec,notrheast,backdoor,fred,intersegtion
5807,1,0.903642952442,0.892272591591,0.889320015907,0.887263417244,0.879441380501,realize,noone,wear,wouldn,grave,wasen
5808,1,0.896109223366,0.879999041557,0.877927362919,0.877011060715,0.87516450882,themselves,episode,dissapearingupward,linked,seriously,lightthat
5809,3,0.925145328045,0.906909048557,0.904911160469,0.903824210167,0.902742803097,discovered,describes,happend,guys,correction,transfer
5810,21,0.944731652737,0.937779128551,0.93676674366,0.935795128345,0.934926688671,fluid,shark,controlled,orbital,erractic,spiral
5811,2,0.826633632183,0.815934240818,0.805931508541,0.800929903984,0.796766102314,feburary,moncks,frenchtown,manzano,princet,ephrata
5812,3,0.94945949316,0.944799125195,0.941164195538,0.940783083439,0.940543830395,halogen,conta,wit,mulitple,dividing,scintillating
5813,1,0.962294757366,0.959647893906,0.95961946249,0.957127511501,0.956842303276,northwoods,patrolman,phenomena,attire,required,repetetive
5814,1,0.919031560421,0.918017685413,0.917379796505,0.917202651501,0.916761219501,hunted,mililani,jetcraft,piots,okaloosa,reccent
5815,10,0.951982557774,0.950428068638,0.94947206974,0.948512613773,0.948396027088,sammamish,leavenworth,massachusetts,arlington,abilene,redmond
5816,3,0.908302724361,0.897987544537,0.896084427834,0.894020497799,0.893545210361,hazelton,harquahala,jennette,carolina,payson,leaveing
5817,2,0.916149437428,0.90815025568,0.898228526115,0.895544171333,0.895214498043,aqua,imperfect,kelly,lds,whiteish,moravian
5818,2,0.924663126469,0.923062384129,0.91339725256,0.910982310772,0.910338044167,nose,protruding,ports,streams,inner,graphite
5819,2,0.937259495258,0.933237612247,0.932971894741,0.931836545467,0.929086744785,mechanical,buzzing,beeping,ringing,throbbing,cake
5820,13,0.965726494789,0.962940692902,0.960370600224,0.959592521191,0.95935934782,abilene,cincinnati,apache,randolph,massillon,norman
5821,1,0.924643874168,0.911269247532,0.910768568516,0.905643761158,0.905118942261,told,guys,grabbed,loo,wer,theysaid
5822,1,0.898867368698,0.884876072407,0.883833765984,0.883581399918,0.883063912392,screeching,camming,rotor,whatsoever,noticeable,horrific
5823,1,0.774423599243,0.768278360367,0.760884046555,0.752080202103,0.750932812691,froum,windowi,raod,elpaso,fiberoptic,intimidating
5824,4,0.883626997471,0.882951140404,0.876480340958,0.87320458889,0.870123028755,unlighted,orage,sidewinds,rectangles,ringed,maroon
5825,1,0.897165894508,0.893664300442,0.892656862736,0.890905439854,0.889336407185,starry,ruff,noticedan,infont,conditions,intentionatly
5826,3,0.95201331377,0.9476557374,0.946280181408,0.945230364799,0.944721102715,frome,final,ben,harris,ont,theatre
5827,1,0.865085124969,0.858798742294,0.849694132805,0.849589824677,0.849090337753,lauderdale,milford,watson,smith,angeles,squirrel
5828,1,0.964117944241,0.963622093201,0.962900042534,0.962571918964,0.961278855801,text,agency,population,fbi,subject,amovie
5829,196,0.967347562313,0.967138469219,0.955826044083,0.942710936069,0.94109994173,extreme,great,tremendous,supersonic,unimaginable,incredible
5830,15,0.947886884212,0.945376098156,0.944838762283,0.942244946957,0.941539227962,tries,likea,flair,rainbowbridge,minumum,simular
5831,6,0.883731007576,0.878311753273,0.876662611961,0.870441555977,0.867784976959,hypotenuse,escorted,rotc,bose,interaction,glint
5832,1,0.844836354256,0.843987464905,0.825882613659,0.824616909027,0.818678557873,island,issaqual,lewistown,alberni,toney,fenwick
5833,4,0.908229589462,0.904061198235,0.898190617561,0.896044790745,0.894224226475,rises,zigzagging,fadeing,harvey,zooming,corkscrew
5834,1,0.87890869379,0.877271771431,0.853613972664,0.851832211018,0.8514534235,awoken,grandfather,tent,cousin,cable,curtained
5835,66,0.947097837925,0.943557083607,0.934047043324,0.930774867535,0.928094029427,super,extremly,extreamly,impossibly,unbelievably,incredibly
5836,2,0.906738460064,0.905599355698,0.904678583145,0.902670323849,0.898129463196,telscopes,visting,theses,thirteen,flikering,conclusion
5837,6,0.939099669456,0.928250908852,0.927987635136,0.922610759735,0.916375458241,types,number,experiences,grouping,mothership,kinds
5838,1,0.922379076481,0.921396076679,0.920562326908,0.920127928257,0.919082820415,lds,cycling,vewed,dominion,spatial,brigantine
5839,1,0.83196169138,0.826125085354,0.822883784771,0.821364700794,0.821322798729,obove,vaguely,ballons,tonigh,caled,triangularobjects
5840,1,0.98108625412,0.978251338005,0.977147877216,0.977028012276,0.976154148579,policial,tambem,una,que,por,pumps
5841,1,0.868838310242,0.853481054306,0.841638147831,0.840529620647,0.838877260685,victorville,desert,vigo,dispite,boomarangs,claifornia
5842,1,0.963366091251,0.946467339993,0.945901334286,0.945024371147,0.943634390831,schiftes,unbelieveble,roseland,midday,massachussetts,iwork
5843,6,0.915167748928,0.91135674715,0.910092413425,0.909679591656,0.908551394939,anchorage,ridge,sandia,mount,wilkesboro,cliff
5844,2,0.975170195103,0.973738312721,0.973727583885,0.973076343536,0.972874581814,nous,books,por,durring,david,wilma
5845,1,0.871054768562,0.862374067307,0.859831571579,0.851628541946,0.851027905941,basic,cudahy,twenty,forty,wainscott,sask
5846,1,0.869757533073,0.859757423401,0.859679639339,0.858053445816,0.854963421822,camby,duluth,rockies,gulf,victorville,rippon
5847,1443,0.950175583363,0.932949841022,0.912891089916,0.908357560635,0.899423837662,red,pulsating,yellowish,flickering,white,yellow
5848,1,0.783583819866,0.759425640106,0.738568544388,0.737046062946,0.736083507538,bellow,possiable,skips,streeked,boyne,rocketing
5849,6,0.93069601059,0.926864862442,0.926593363285,0.925183296204,0.924427449703,origin,noxen,confirmation,yo,trout,mirage
5850,1,0.900800764561,0.87718629837,0.870855093002,0.859746575356,0.857443213463,twsp,fused,reapearing,winking,chaning,macungie
5851,1,0.891720116138,0.891718626022,0.889899849892,0.889288663864,0.888359963894,always,even,how,bark,doesn,communica
5852,1,0.895578861237,0.888210713863,0.88710296154,0.886069059372,0.882062911987,anouther,watchung,disintegrating,outta,consumed,sphire
5853,13,0.944120287895,0.943826079369,0.942544639111,0.942497491837,0.942370891571,sliding,table,footsteps,doors,allmost,electricity
5854,1,0.869695782661,0.867913961411,0.864609479904,0.863989472389,0.860657572746,stance,majority,diappears,ojects,sprial,starst
5855,3,0.862982273102,0.856082439423,0.851487398148,0.851159214973,0.850932121277,tied,larch,basket,intensly,wrapped,flicking
5856,1,0.893435239792,0.891176044941,0.890769600868,0.888700008392,0.883366942406,daytona,ramona,huntington,essex,holden,ortley
5857,1,0.824601829052,0.818452179432,0.816876173019,0.814880788326,0.813197076321,windfrom,ver,olympus,bluefield,eldorado,tawakoni
5858,1,0.988642156124,0.981231927872,0.973877310753,0.972018718719,0.96587240696,djvz,aaaaaaaaauy,ugorphrhi,gots,kia,uofg
5859,1,0.938673853874,0.937149584293,0.934423148632,0.93310457468,0.932680785656,nyc,binghamton,heights,madison,mo,kannapolis
5860,1,0.928602576256,0.920134723186,0.917880177498,0.916560769081,0.916136324406,skeptic,manuever,response,cam,attempt,deli
5861,1,0.939027369022,0.938397407532,0.934917628765,0.927252233028,0.926873624325,person,interview,aliens,whitch,duty,preceeded
5862,5,0.972323536873,0.970942974091,0.966469228268,0.965819299221,0.965816378593,brunswick,arbor,monument,ann,surry,regional
5863,1,0.930741012096,0.92372572422,0.923166275024,0.923122346401,0.920342624187,paseing,tokyo,feed,cooks,opener,dell
5864,1,0.91290563345,0.908262968063,0.907329142094,0.90732550621,0.906515777111,el,chaco,nevada,thompson,baldy,wisconson
5865,4,0.919729471207,0.917663753033,0.911782205105,0.908422887325,0.908022105694,unblinding,absorbing,emmitting,atop,engulfs,colered
5866,1,0.920778810978,0.916651070118,0.916431009769,0.915951371193,0.915818691254,tab,polly,uk,scanning,talladega,starships
5867,1,0.912145793438,0.911867082119,0.909021914005,0.907018125057,0.905939221382,recalled,fully,spotter,artist,spheric,engieer
5868,2,0.887813210487,0.884320378304,0.883065223694,0.882369637489,0.879042029381,pdt,luna,planetarium,oahu,cdt,sturgis
5869,26,0.956026136875,0.954775094986,0.953714728355,0.952496469021,0.949555635452,semble,spots,obs,binochularsand,ligts,succession
5870,971,0.871803343296,0.855469346046,0.835215389729,0.830563247204,0.829675018787,strait,slowing,raising,straght,then,straight
5871,1,0.958048641682,0.953706383705,0.953093290329,0.952086925507,0.949173033237,physical,disruption,taurus,cercle,dj,charter
5872,5,0.920502483845,0.916310489178,0.91621774435,0.907875001431,0.898551046848,objet,shap,drab,trim,monster,glassy
5873,1,0.908141553402,0.885123372078,0.872710227966,0.870396792889,0.869496703148,illes,alongside,bottoms,cow,carpenters,milles
5874,5,0.968684256077,0.964539945126,0.964472353458,0.964371621609,0.963713347912,cbs,drummond,objets,garrison,lakewood,miller
5875,1,0.84145617485,0.838646709919,0.833443522453,0.831273794174,0.828963696957,mouantains,dismal,purplish,becau,shelton,sanderson
5876,1,0.94566822052,0.933789014816,0.933484852314,0.933290541172,0.930373847485,silverlake,coler,holliday,suspected,wonder,rampart
5877,2,0.95476680994,0.950709283352,0.947579860687,0.943089067936,0.942737162113,nellis,naval,lax,toms,beale,miliary
5878,2,0.831459462643,0.816280782223,0.814097583294,0.800092041492,0.787479460239,separting,cylendrical,ignorant,frlying,communicate,tether
5879,1,0.837459862232,0.821933686733,0.81678289175,0.815824210644,0.814456164837,transylvania,srreen,fluorspar,spouse,alerted,glasse
5880,6,0.914409637451,0.908688604832,0.904240787029,0.903442442417,0.900682449341,camoflage,sparkley,visits,sen,ojects,invisable
5881,2,0.920729875565,0.916672945023,0.915762841702,0.91449034214,0.909778952599,matt,askew,cap,slim,brittle,diamound
5882,24,0.930507838726,0.925997972488,0.925314605236,0.917782127857,0.91387039423,accelerating,varied,increased,instantaneously,zagged,increasing
5883,2,0.951335132122,0.948736429214,0.948382079601,0.948308467865,0.946369707584,ajo,massachusetts,howell,avon,orland,avery
5884,6,0.959272384644,0.954343855381,0.952836275101,0.951546192169,0.951201021671,tipped,estavamos,policial,cratf,approxi,leaning
5885,6,0.939978659153,0.935651540756,0.933940947056,0.933912932873,0.932087242603,birthday,computer,grass,uncle,office,dorm
5886,11,0.969470441341,0.968886017799,0.968104362488,0.968048751354,0.967045247555,hamburger,soudain,reallzyd,gry,vi,substance
5887,310,0.968995332718,0.935919702053,0.928541123867,0.926576673985,0.923684298992,fighter,jets,commercial,helicopters,scrambled,military
5888,5,0.922593951225,0.919539511204,0.915307462215,0.913563907146,0.913119137287,conifer,troy,laguna,kirkwood,boone,brownsville
5889,1,0.909862101078,0.883901238441,0.883480072021,0.879312038422,0.877957701683,fileds,wanaque,orando,pahrump,refinery,albuwuerque
5890,5,0.943552970886,0.94001096487,0.93970400095,0.939084947109,0.938686430454,play,callar,differant,mardi,pays,divide
5891,16,0.949325680733,0.948481678963,0.942026078701,0.941070973873,0.940572440624,should,dont,saying,else,anybody,explained
5892,1,0.963386237621,0.962122261524,0.962069690228,0.961088240147,0.960774064064,eleventh,marching,observery,avec,puerto,musquodobit
5893,1,0.784663021564,0.771836876869,0.739353120327,0.738686919212,0.737124204636,roung,sahpe,aflashing,cloack,define,comsuming
5894,11,0.911712169647,0.910540044308,0.907550036907,0.907288432121,0.906995177269,puzzled,watches,photographic,hunters,tom,spoke
5895,1,0.918124973774,0.916431248188,0.914178848267,0.91278642416,0.911617159843,providing,shelby,reynoldsburg,beecher,dist,swtiched
5896,4,0.885904669762,0.877528071404,0.875079154968,0.875063538551,0.873931288719,melbourn,q,horatio,le,gs,glimmering
5897,1,0.907984673977,0.894815325737,0.890117764473,0.889418423176,0.888686537743,stargazing,sliding,laying,cooking,studying,snowsledding
5898,7,0.959266245365,0.952299296856,0.952228367329,0.948804199696,0.945804476738,property,church,grocery,run,lived,relax
5899,3,0.892837822437,0.890387713909,0.887912988663,0.887239575386,0.886344313622,gabriel,davis,lovell,largo,crashland,griswold
5900,1,0.953219711781,0.949034154415,0.945328176022,0.942683756351,0.941518604755,system,towers,chemtrails,mar,restricted,anesville
5901,4,0.945550560951,0.938685953617,0.938502728939,0.935696125031,0.934997260571,objec,hooper,aaaaaaaaauy,tractor,donde,whirling
5902,14,0.944263458252,0.940931618214,0.93986093998,0.938975572586,0.937484502792,scared,shook,put,upon,opened,hurt
5903,1,0.863365292549,0.840946316719,0.840923368931,0.836270868778,0.833008110523,wasn,couldn,but,whty,say,hurd
5904,1,0.811338484287,0.809407174587,0.807599067688,0.795770823956,0.793819963932,maps,mufonct,may,disclose,witneses,calume
5905,5,0.913930177689,0.898992180824,0.898394465446,0.897362291813,0.896597146988,helecopter,turbo,ringing,beeping,copters,blade
5906,1,0.932595789433,0.929493129253,0.927358686924,0.927221655846,0.926335394382,ghostly,commo,fore,flair,defies,rhodeisland
5907,1,0.81301420927,0.806600272655,0.795148789883,0.789702355862,0.788544356823,wif,neighb,celebreating,adrenaline,pistol,household
5908,6,0.964224517345,0.96386796236,0.963153064251,0.962859034538,0.962341487408,blogspot,forme,moonbathedthesky,postreros,salimos,organized
